"","Geo_FIPS","MAJORITY","AADT","TC","Percentage.of.below.18","Percentage.of.above.65","Percentage.of.non.white.pop","Percentage.of.less.than.HS","Percentage.of.unemployment","MHI","Population.Density..Per.Sq..Mile.","PM2.5","Traffic"
"686",6037237102,24,0,0,0.3,0.08,0.68,0.51,0.05,37849,19184.3,11.97286678,4052.921203
"687",6037237201,23,0,0,0.24,0.07,0.71,0.45,0.09,44911,21786.69,11.97005427,1058.012886
"688",6037237202,23,0,0,0.28,0.08,0.71,0.35,0.08,38438,10649.4,11.96234496,946.2317225
"689",6037237300,23,0,0,0.17,0.13,0.79,0.27,0.08,45107,13787.26,11.95656498,889.3171622
"690",6037237401,23,0,0,0.25,0.08,0.8,0.42,0.08,41703,21162.07,11.95669453,1142.608541
"691",6037237402,23,0,0,0.18,0.17,0.75,0.29,0.04,45875,16571.59,11.95669453,1013.053315
"692",6037237500,23,0,0,0.28,0.09,0.79,0.5,0.05,32051,22434.91,11.97286678,1076.333369
"693",6037237600,24,1,0,0.31,0.11,0.67,0.35,0.08,32456,21085.32,11.97286678,3869.72791
"694",6037237710,23,1,0,0.33,0.04,0.84,0.48,0.11,36029,26422.27,12.03324822,3086.525215
"695",6037237720,23,0,0,0.4,0.04,0.75,0.42,0.04,33897,29521.36,12.03324822,3142.418794
"696",6037237800,23,0,0,0.19,0.14,0.81,0.21,0.02,48922,10106.65,12.02644658,911.350505
"697",6037237900,23,0,0,0.25,0.12,0.79,0.18,0.13,51612,11644.37,12.02165432,850.7356014
"698",6037238000,23,0,0,0.19,0.19,0.9,0.22,0.11,61773,9612.223,12.02803671,826.3230732
"699",6037238100,23,0,0,0.21,0.14,0.75,0.22,0.06,48034,13593.01,12.01125306,1055.183387
"700",6037238200,23,0,0,0.15,0.18,0.94,0.23,0.05,45075,14039.43,12.07289573,927.2621771
"701",6037238310,24,0,0,0.29,0.06,0.84,0.44,0.05,26356,32626.96,12.12072526,2939.976439
"702",6037238320,24,0,0,0.34,0.08,0.78,0.41,0.02,34131,21039.5,12.12072526,2777.877452
"703",6037238400,23,0,0,0.22,0.23,0.9,0.1,0.05,54746,9340.733,12.05245233,976.3972613
"704",6037239201,24,0,0,0.3,0.05,0.69,0.52,0.06,36034,21606.79,12.05259566,3970.780012
"705",6037239202,24,0,0,0.3,0.04,0.65,0.53,0.09,42609,12180.21,12.14495497,1052.626827
"706",6037239310,23,1,0,0.39,0.05,0.61,0.51,0.07,37259,21795.69,12.13275518,3767.169464
"707",6037239320,23,0,0,0.32,0.06,0.71,0.53,0.06,44896,30491.25,12.13275518,1040.803764
"708",6037239330,24,0,0,0.28,0.07,0.57,0.5,0.06,32708,6499.276,12.14625901,1230.505058
"709",6037239501,23,0,0,0.28,0.09,0.59,0.48,0.08,44177,20366.51,12.14625901,1152.544557
"710",6037239502,23,0,0,0.32,0.05,0.67,0.44,0.09,41250,20358.28,12.11505815,580.219292
"711",6037239601,23,1,0,0.33,0.06,0.72,0.45,0.04,43102,22582.49,12.13275518,3339.908089
"712",6037239602,23,0,0,0.36,0.03,0.72,0.46,0.08,38295,29047.19,12.11496733,3411.112037
"713",6037239701,23,0,0,0.34,0.06,0.69,0.48,0.09,36232,32456.4,12.11496733,3238.402884
"714",6037239702,23,0,0,0.28,0.06,0.79,0.44,0.11,31189,23083.76,12.116733,3032.755893
"715",6037239801,23,0,0,0.32,0.06,0.7,0.35,0.11,46938,25881.51,12.11505815,533.7363233
"716",6037239802,23,0,0,0.32,0.05,0.67,0.42,0.09,42171,23207.91,12.10418364,1104.590501
"717",6037240010,23,0,0,0.3,0.06,0.71,0.56,0.12,30612,16448.43,12.10418364,1126.061122
"718",6037240020,23,0,0,0.31,0.07,0.6,0.45,0.09,38266,18803.51,12.0941273,482.1919166
"719",6037240200,23,0,0,0.33,0.07,0.74,0.45,0.09,40286,17891.67,12.116733,3525.282743
"720",6037240401,23,0,0,0.32,0.05,0.57,0.46,0.06,42662,23839.22,12.08962673,2184.522129
"721",6037240402,23,0,0,0.29,0.09,0.71,0.32,0.07,42422,16208.45,12.08962673,2339.742777
"722",6037240500,23,0,0,0.31,0.06,0.62,0.5,0.13,40764,23351.98,12.0998549,3154.098167
"723",6037240600,23,0,0,0.33,0.09,0.65,0.5,0.16,43250,23632.68,12.0941273,676.0721954
"724",6037240700,23,0,0,0.29,0.08,0.52,0.39,0.06,43584,14301.92,12.07586683,626.3500324
"725",6037240800,23,0,0,0.27,0.09,0.56,0.47,0.07,41277,17827.63,12.05760637,895.4478667
"726",6037241001,23,1,1,0.27,0.07,0.59,0.37,0.06,41563,12023.3,12.10169951,4387.044921
"727",6037241002,23,0,0,0.36,0.08,0.71,0.33,0.07,59116,15173.28,12.0964657,3247.400721
"728",6037241110,23,0,0,0.29,0.08,0.49,0.5,0.04,47090,17861.36,12.09491005,679.3806619
"729",6037241120,23,1,1,0.3,0.07,0.56,0.48,0.07,35114,20081.57,12.0881206,2775.215502
"730",6037241201,23,0,0,0.26,0.09,0.71,0.34,0.08,48864,16070.73,12.09880174,2432.877282
"731",6037241202,23,1,1,0.33,0.1,0.58,0.37,0.1,34662,12860.59,12.09974001,3162.308044
"732",6037241300,23,1,1,0.25,0.12,0.76,0.41,0.02,46111,12301.95,12.09974001,4152.857187
"733",6037241400,23,1,1,0.29,0.06,0.54,0.47,0.03,36667,17032.41,12.11292708,4287.095787
"734",6037242000,23,0,0,0.34,0.06,0.65,0.43,0.12,30698,16775.77,12.0688233,856.5602869
"735",6037242100,23,0,0,0.45,0.04,0.5,0.45,0.18,18177,16071.38,12.06544894,956.109058
"736",6037242300,23,0,0,0.38,0.04,0.71,0.54,0.12,26515,20356.9,12.06896138,549.1181686
"737",6037242600,23,0,0,0.4,0.04,0.79,0.51,0.18,16586,25878.17,12.0688233,3529.731022
"738",6037242700,23,0,0,0.31,0.06,0.63,0.44,0.09,46492,15396.29,12.07407493,1794.888252
"739",6037243100,23,0,0,0.41,0.06,0.63,0.45,0.16,27879,28894.32,12.0902374,2484.965675
"740",6037261102,52,0,0,0.17,0.3,0.1,0.02,0.04,159563,1146.387,11.32775522,645.947673
"741",6037261200,52,0,0,0.21,0.22,0.13,0.04,0.05,188424,1490.376,11.34895585,756.155433
"742",6037262100,52,0,0,0.17,0.37,0.22,0.04,0.03,217462,793.1637,11.39244405,1082.783774
"743",6037262200,52,0,0,0.23,0.26,0.2,0.02,0.03,184000,1331.492,11.4065172,4783.87851
"744",6037262301,52,0,0,0.18,0.27,0.21,0.02,0.03,215750,545.1462,11.36946734,4359.149253
"745",6037262302,22,0,0,0.24,0.22,0.1,0.03,0.04,158571,2405.233,11.47355111,3943.716522
"746",6037262303,22,0,0,0.24,0.28,0.12,0,0.03,250001,3009.743,11.42938126,1135.667823
"747",6037262400,52,0,0,0.26,0.23,0.1,0.02,0.02,250001,703.0758,11.33070843,866.4988279
"748",6037262501,22,0,0,0.27,0.21,0.1,0.02,0.07,224962,5995.35,11.35479283,981.4050584
"750",6037262604,22,0,0,0.23,0.28,0.11,0.01,0.02,200625,2522.747,11.24903635,947.8543649
"751",6037262704,22,0,0,0.18,0.19,0.12,0.02,0.06,122083,4737.542,11.36879135,1429.199476
"752",6037262706,22,0,0,0.29,0.2,0.07,0.02,0.01,188409,4014.439,11.39613833,1359.657762
"753",6037262802,22,0,0,0.27,0.27,0.09,0,0.04,217292,2665.215,11.33956819,1056.156142
"754",6037264000,22,0,0,0.24,0.27,0.06,0.01,0.04,220417,4255.108,11.35496193,975.328352
"755",6037264102,23,0,0,0.1,0.16,0.17,0.01,0.03,108004,19584.3,11.54047452,1158.857296
"756",6037264103,24,0,0,0.12,0.15,0.16,0.07,0.07,105481,29863.35,11.75489665,857.6008639
"757",6037265100,22,0,0,0.13,0.47,0.07,0.01,0.03,112500,2690.829,11.66564816,1420.135504
"758",6037265201,22,0,0,0.11,0.13,0.28,0.07,0.07,72361,15150.86,11.71588806,1362.998845
"760",6037265303,23,0,0,0.02,0,0.6,0.05,0.08,21506,90228.97,11.54279044,756.2988849
"761",6037265304,23,0,0,0.03,0.02,0.51,0.02,0.1,21228,56908.04,11.54279044,720.9114187
"762",6037265410,23,0,0,0.27,0.16,0.15,0,0.05,117885,6877.23,11.54047452,3404.790482
"763",6037265420,23,0,0,0.23,0.23,0.21,0.02,0.02,198542,6514.249,11.46050297,2377.140464
"764",6037265601,23,0,0,0.17,0.14,0.23,0,0.02,119886,15026.19,11.78930596,1747.567905
"765",6037265602,23,0,0,0.11,0.31,0.24,0.03,0.04,117629,23470.83,11.65326691,2502.63147
"766",6037267300,24,1,0,0.07,0.12,0.44,0.09,0.05,68913,25490.71,11.61811053,5485.820467
"767",6037267403,24,0,0,0.04,0.08,0.34,0.06,0.02,88631,31648.77,11.65656905,1367.761873
"768",6037267404,24,0,0,0.08,0.08,0.32,0.03,0.09,82500,31641.29,11.65656905,1130.111213
"769",6037267502,23,0,0,0.15,0.09,0.32,0.12,0.06,86343,21639.14,11.67808355,1156.515083
"770",6037267600,24,0,0,0.13,0.16,0.52,0.08,0.03,70692,5949.202,11.78789933,1979.941812
"771",6037267700,24,0,0,0.08,0.15,0.44,0.12,0.01,94185,10415.17,11.77429518,4623.029151
"772",6037267800,23,0,0,0.23,0.18,0.27,0.04,0.03,86121,5998.092,11.79089062,2468.370937
"773",6037267901,23,0,0,0.08,0.52,0.25,0.01,0.06,118393,5616.519,11.7669605,1560.559103
"774",6037267902,23,0,0,0.21,0.18,0.25,0.02,0.03,138750,11201.16,11.76246181,1393.523954
"775",6037269000,23,0,0,0.16,0.21,0.21,0.02,0.02,127054,5432.233,11.76824477,1352.18753
"776",6037269100,23,0,0,0.27,0.16,0.15,0.08,0.04,88656,13189.62,11.68010796,552.9473505
"777",6037269300,23,0,0,0.27,0.19,0.19,0.01,0.04,165208,4509.418,11.70761895,1912.893128
"778",6037269500,23,0,0,0.33,0.16,0.09,0,0.04,191538,7104.562,11.72153182,585.2547876
"779",6037269601,24,1,0,0.21,0.08,0.53,0.23,0.05,53664,26337.99,11.70222472,2260.538979
"780",6037269602,23,0,0,0.17,0.08,0.57,0.14,0.03,58668,25535.26,11.72153182,1252.307553
"781",6037269700,23,1,0,0.15,0.11,0.4,0.1,0.08,89450,10231.78,11.74486853,2724.534595
"782",6037269800,23,0,0,0.12,0.07,0.44,0.03,0.03,83214,16889.97,11.81592791,2501.499402
"783",6037269903,24,0,0,0.08,0.07,0.57,0.08,0.04,65750,31217.65,11.69483322,1254.906456
"784",6037269905,24,0,0,0.07,0.05,0.56,0.05,0.05,80119,26756.55,11.69483322,1199.114637
"785",6037269906,23,0,0,0.12,0.07,0.44,0.06,0.02,95542,39324.13,11.69483322,1148.837302
"786",6037269907,24,0,0,0.07,0.06,0.49,0.07,0.05,78895,25189.3,11.80798017,1988.041758
"787",6037270200,23,1,0,0.14,0.14,0.4,0.22,0.02,67516,11021.52,11.74486853,2386.836899
"788",6037270300,23,1,0,0.21,0.13,0.68,0.13,0.04,74323,6832.919,11.73778552,2060.497256
"789",6037271100,23,1,0,0.19,0.19,0.36,0.06,0.09,89219,7872.637,11.78318303,5096.867427
"790",6037271200,24,1,0,0.12,0.08,0.43,0.14,0.02,71393,13679.13,11.77486462,5043.978788
"791",6037271300,23,1,0,0.15,0.19,0.29,0.09,0,101006,7783.006,11.72305579,3883.358536
"792",6037271400,23,0,0,0.28,0.24,0.24,0.02,0.03,133547,8436.861,11.68678342,840.2841837
"793",6037271500,23,0,0,0.22,0.23,0.23,0.04,0.04,100679,9069.893,11.59513461,825.4201228
"794",6037271600,23,0,0,0.19,0.09,0.45,0.03,0.05,89792,13827.87,11.78676393,3143.950715
"795",6037271702,23,1,0,0.19,0.07,0.59,0.04,0.04,67446,14543.76,11.73728992,6408.077277
"796",6037271801,23,1,0,0.1,0.11,0.52,0.09,0.04,55417,16573.01,11.66040963,4534.104469
"797",6037271901,23,1,0,0.11,0.13,0.42,0.09,0.05,92991,13190.56,11.65149211,2912.676831
"798",6037271902,23,0,0,0.15,0.14,0.44,0.14,0.05,73918,11789.73,11.63080991,740.905432
"799",6037272100,23,0,0,0.21,0.14,0.26,0.1,0.03,94911,9886.654,11.68678342,920.508021
"800",6037272201,23,0,0,0.13,0.09,0.4,0.2,0.05,62716,23807.69,11.63317139,1390.936696
"801",6037272202,23,0,0,0.14,0.09,0.38,0.22,0.05,63355,28101.85,11.67264265,879.7590638
"802",6037272301,23,0,0,0.15,0.18,0.32,0.07,0.06,84583,13056.62,11.76013155,731.8543413
"803",6037272302,23,0,0,0.17,0.11,0.44,0.27,0.05,59286,22852.5,11.63317139,838.7642448
"804",6037273100,23,0,0,0.17,0.13,0.17,0.03,0.03,121500,6042.354,11.64254863,884.5109643
"805",6037273200,23,0,0,0.14,0.11,0.29,0.11,0.07,88720,13028.29,11.68337511,1018.754048
"806",6037273300,23,0,0,0.16,0.1,0.28,0.15,0.07,71823,13201.45,11.68337511,654.127608
"807",6037273502,24,0,0,0.09,0.1,0.17,0.03,0.06,90161,12493.67,11.68337511,633.8274394
"808",6037273600,23,0,0,0.17,0.15,0.07,0.06,0.05,123819,10449.85,11.63925882,1245.907155
"809",6037273700,23,0,0,0.19,0.1,0.18,0.06,0.02,96719,10861.1,11.63925882,1151.581813
"810",6037273800,23,0,0,0.11,0.13,0.2,0.03,0.02,96750,10029.96,11.67264265,1034.571123
"811",6037273902,23,0,0,0.13,0.19,0.12,0.03,0.08,144924,12087.31,11.71620563,784.9219815
"812",6037274100,24,1,0,0.16,0.13,0.33,0.03,0.06,116141,19951.38,11.70131556,1472.947579
"813",6037274202,24,0,0,0.1,0.23,0.22,0.04,0.03,128766,11791.41,11.64839617,483.2338853
"814",6037275101,23,0,0,0.12,0.16,0.44,0.07,0.03,97500,8994.063,11.7957642,5114.931895
"815",6037275102,23,0,0,0.23,0.07,0.31,0.28,0.03,58221,18414.68,11.7957642,4328.559463
"816",6037275200,23,0,0,0.15,0.14,0.45,0.22,0.1,62241,20989.53,11.66867744,927.5001648
"817",6037275311,23,0,0,0.14,0.2,0.41,0.09,0.05,90261,11269.4,11.64347745,1148.390861
"818",6037275400,23,1,0,0.1,0.13,0.27,0.05,0.05,137027,14033.04,11.67530401,1212.734312
"819",6037275500,23,0,0,0.23,0.15,0.34,0.28,0.06,42544,18519.87,11.66867744,812.2886671
"820",6037275603,23,1,0,0.17,0.2,0.4,0.08,0.03,84130,6571.089,11.77801801,2077.096205
"821",6037276000,23,0,0,0.15,0.18,0.32,0.03,0.02,144688,6265.534,11.88623299,2785.10604
"822",6037276400,23,0,0,0.18,0.25,0.16,0.02,0.02,158056,8263.425,11.79594785,354.792906
"823",6037276500,23,1,0,0.06,0.05,0.36,0.04,0.1,91667,12328.95,11.65400614,880.4136897
"824",6037276601,23,1,0,0.16,0.18,0.28,0.01,0.03,138929,4774.13,11.64915206,1097.108488
"825",6037277000,23,0,0,0.2,0.19,0.25,0.01,0.06,137961,6270.732,11.85384693,1449.589594
"826",6037277100,23,0,0,0.21,0.16,0.35,0.04,0.04,124219,6505.826,11.89041869,2835.285925
"827",6037277200,24,0,0,0.16,0.08,0.59,0.05,0.06,60179,5459.211,11.97162189,1500.07216
"828",6037277400,23,0,0,0.29,0.04,0.81,0.1,0.14,43264,3684.695,12.06540746,2273.143695
"829",6037278001,23,1,0,0.2,0.12,0.31,0.01,0,109468,4024.571,11.90155949,1310.25422
"830",6037278102,23,0,0,0.09,0.19,0.17,0.01,0.05,148182,4763.486,11.76854658,909.7767764
"831",6037291110,23,0,0,0.31,0.11,0.74,0.28,0.11,43544,15987.4,12.13197187,2374.418694
"832",6037291120,24,0,0,0.26,0.08,0.81,0.36,0.08,53393,8887.233,12.14261917,2451.509279
"833",6037291130,23,1,1,0.22,0.11,0.74,0.32,0.05,67587,7271.828,12.11872262,2667.957948
"834",6037291210,23,0,0,0.25,0.11,0.59,0.26,0.1,61277,12021.81,12.06226955,2511.594785
"835",6037291220,23,1,1,0.25,0.14,0.56,0.32,0.04,50260,11515.33,12.0660607,3455.239256
"836",6037291300,23,1,1,0.15,0.23,0.7,0.11,0.02,81281,3341.812,12.05569133,3257.969861
"837",6037293301,23,0,0,0.16,0.22,0.61,0.07,0.01,83768,9526.488,11.90141921,1150.616972
"838",6037293302,23,0,0,0.25,0.13,0.57,0.17,0.06,83955,11759.03,11.88962253,1180.402406
"839",6037293304,23,1,0,0.26,0.09,0.63,0.33,0.07,63150,21975.26,11.84918524,1252.657326
"840",6037293306,23,0,0,0.22,0.17,0.42,0.14,0.02,100200,10283.07,11.75842764,994.7960309
"841",6037293307,24,1,0,0.17,0.09,0.69,0.33,0.08,51379,17466.23,11.75842764,1008.754749
"842",6037294110,23,0,0,0.28,0.12,0.48,0.33,0.09,51011,10810.95,11.72750466,1016.60429
"843",6037294120,24,0,0,0.34,0.07,0.47,0.49,0.09,57159,4458.242,11.73890922,1141.661085
"844",6037294200,23,0,0,0.25,0.14,0.34,0.35,0.03,70272,13235.49,11.74873865,788.0491453
"845",6037294301,23,1,1,0.23,0.18,0.5,0.27,0.02,65870,8975.445,11.78762745,1759.781629
"846",6037294302,23,1,1,0.24,0.11,0.56,0.47,0.04,55313,13506.12,11.76743391,1759.924727
"847",6037294410,24,1,1,0.33,0.08,0.71,0.18,0.12,50926,15776.89,11.76222237,2001.984247
"848",6037294421,24,0,0,0.28,0.11,0.52,0.31,0.1,47917,11121.54,11.89042569,1232.751741
"849",6037294510,23,0,0,0.29,0.07,0.49,0.53,0.09,49979,25398.61,11.74873865,420.0753008
"850",6037294520,23,0,0,0.33,0.07,0.39,0.38,0.08,50732,19849.81,11.72966207,654.8687507
"851",6037294610,23,0,0,0.3,0.12,0.52,0.36,0.02,49773,13625.76,11.68401519,945.3933283
"852",6037294620,23,0,0,0.24,0.11,0.33,0.41,0.08,44148,14411.77,11.69875187,1014.371581
"853",6037294701,24,0,0,0.3,0.09,0.41,0.51,0.05,36719,4576.196,11.73680492,632.7478884
"854",6037294810,23,0,0,0.34,0.04,0.54,0.53,0.06,49952,34574.77,11.72966207,615.2288311
"855",6037294820,24,0,0,0.35,0.06,0.45,0.63,0.12,39400,23455.95,11.72966207,535.6164502
"856",6037294830,24,0,0,0.29,0.06,0.5,0.49,0.05,44527,12086.29,11.77535951,211.6913887
"857",6037294900,23,0,0,0.34,0.1,0.45,0.5,0.04,42150,15482.59,11.8087939,1403.85703
"858",6037295103,23,0,0,0.17,0.22,0.32,0.04,0.04,124663,6532.856,11.74135383,1161.902728
"859",6037296210,23,1,1,0.32,0.08,0.5,0.37,0.13,40145,14497.96,11.70137136,856.100235
"860",6037296220,24,0,0,0.24,0.14,0.68,0.29,0.06,30020,21473.54,11.70137136,503.3612808
"861",6037296300,23,0,0,0.21,0.16,0.46,0.1,0.09,80718,12252.47,11.627812,1018.459001
"862",6037296401,23,0,0,0.17,0.24,0.25,0.08,0.04,92571,8474.048,11.60855194,671.2135537
"863",6037296402,23,0,0,0.21,0.16,0.42,0.12,0.08,108929,8200.976,11.60245628,754.6408301
"864",6037296500,23,1,1,0.22,0.15,0.57,0.28,0.11,35870,9893.053,11.6676115,1080.020014
"865",6037296600,24,0,0,0.27,0.12,0.49,0.31,0.14,40607,16482.22,11.65417914,934.4857184
"866",6037296901,23,0,0,0.3,0.06,0.6,0.23,0.04,40913,18737.02,11.66349226,428.8442971
"867",6037296902,23,0,0,0.22,0.12,0.44,0.21,0.06,52585,22159.63,11.65229752,431.3253654
"868",6037297110,24,0,0,0.21,0.1,0.49,0.33,0.1,40000,24700.25,11.66349226,513.3361806
"869",6037297120,24,0,0,0.25,0.14,0.53,0.26,0.09,49229,18561.32,11.67101336,453.3138728
"870",6037297201,24,0,0,0.29,0.09,0.47,0.22,0.03,60574,28883.65,11.67101336,496.3663214
"871",6037297202,23,0,0,0.23,0.14,0.29,0.12,0.07,70767,17030.07,11.67734924,327.3052546
"872",6037297300,23,0,0,0.28,0.17,0.32,0.09,0.05,102143,4610.413,11.60767179,470.9137102
"873",6037297400,23,0,0,0.14,0.34,0.14,0.05,0.07,82955,4154.187,11.46491729,608.4893261
"874",6037297601,23,0,0,0.26,0.11,0.36,0.07,0.08,55246,9400.088,11.55914703,306.2377322
"875",6037297602,23,0,0,0.18,0.19,0.32,0.07,0.08,64873,15350.82,11.55914703,389.698611
"883",6037301702,24,0,0,0.18,0.15,0.25,0.16,0.07,56571,18320.94,11.81877691,2208.676128
"884",6037302102,23,0,0,0.13,0.19,0.28,0.07,0.05,76602,14843.27,11.77220627,1684.098156
"893",6037311400,24,0,0,0.16,0.18,0.19,0.04,0.06,105000,6343.069,11.51300398,982.5420785
"897",6037320202,24,0,0,0.27,0.12,0.36,0.37,0.03,77386,9863.783,11.10562647,474.1705785
"898",6037320300,23,0,0,0.21,0.11,0.4,0.37,0.03,52532,10171.51,11.23027109,559.9152551
"899",6037460800,21,0,0,0.2,0.3,0.23,0.02,0.02,212639,1200.165,11.24037378,1321.452391
"900",6037463800,23,0,0,0.24,0.23,0.28,0.02,0.04,158438,3703.462,11.34982652,1625.82676
"917",6037532800,24,0,0,0.38,0.04,0.54,0.6,0.05,40306,21574.03,12.15277014,1019.759087
"918",6037532900,24,0,0,0.31,0.06,0.53,0.58,0.08,38682,23827.58,12.15052197,1010.702094
"922",6037535200,23,0,0,0.31,0.05,0.55,0.58,0.09,52011,18287.53,12.06217904,607.5091903
"923",6037535400,24,0,0,0.32,0.06,0.34,0.49,0.09,44205,11934.45,12.07139901,994.4754349
"926",6037540300,23,0,0,0.28,0.09,0.43,0.43,0.08,59200,7993.738,12.06700264,2250.433706
"927",6037540400,23,0,0,0.29,0.05,0.52,0.54,0.08,52045,16078.93,12.0701055,2623.566956
"929",6037540600,24,0,0,0.34,0.07,0.74,0.41,0.27,31875,13765.74,12.10051881,1787.20928
"930",6037540700,23,0,0,0.3,0.08,0.49,0.42,0.13,44623,7289.606,12.09535727,2114.729333
"933",6037543400,23,0,0,0.19,0.2,0.64,0.29,0.04,79875,3304.914,12.09359584,2099.415061
"934",6037543501,24,0,0,0.2,0.19,0.79,0.16,0.06,72548,7258.489,11.9802672,2418.758141
"935",6037543502,23,0,0,0.19,0.2,0.71,0.21,0.05,82132,9924.354,12.06111984,1731.755694
"936",6037543503,24,0,0,0.14,0.25,0.71,0.15,0.04,74375,8869.918,12.00487891,2195.946493
"938",6037543703,23,0,0,0.18,0.15,0.57,0.24,0.03,105208,8419.646,11.78762745,831.9329382
"947",6037600304,24,0,0,0.31,0.05,0.58,0.35,0.08,33262,22718.22,12.08622848,1200.504366
"951",6037600801,23,0,0,0.23,0.21,0.95,0.05,0.05,93125,8532.542,12.02244997,1061.944268
"954",6037600912,24,0,0,0.24,0.08,0.5,0.37,0.12,55568,13509.02,11.91526102,843.7000887
"960",6037602801,23,0,0,0.29,0.08,0.72,0.34,0.08,38438,7680.753,12.10553008,2797.270786
"961",6037602802,24,0,0,0.19,0.19,0.85,0.16,0.12,68097,9735.112,12.13594907,889.8959379
"964",6037603102,23,0,0,0.19,0.2,0.71,0.21,0.07,58958,12725.05,11.9644351,1141.577064
"965",6037603200,24,0,0,0.15,0.23,0.78,0.07,0.01,83899,7949.634,12.05567624,1194.376233
"966",6037609900,23,0,0,0.22,0.25,0.34,0.21,0.07,71071,10017.74,11.63003614,607.0652834
"967",6037620001,24,1,0,0.24,0.13,0.23,0.05,0.06,124844,9302.956,11.85637687,1375.575398
"968",6037620101,23,0,0,0.25,0.08,0.33,0.02,0.08,108170,10791.59,11.93026042,886.9506216
"972",6037650901,24,0,0,0.21,0.16,0.44,0.05,0.05,85025,3920.162,11.93539635,1027.403849
"973",6037651001,24,0,0,0.22,0.18,0.56,0.09,0.04,96101,9952.429,11.9316356,768.9117141
"975",6037670701,23,0,0,0.21,0.23,0.4,0.03,0.03,132527,6039.704,11.59614426,1051.535451
"976",6037670702,21,0,0,0.18,0.26,0.24,0.02,0.02,200292,2184.327,11.40400736,660.1295353
"981",6037700501,23,0,0,0.05,0.12,0.26,0.01,0.05,76637,15280.09,11.63231397,1215.866479
"983",6037700600,21,0,0,0.25,0.27,0.07,0.06,0.06,191066,2288.721,11.60694985,1070.527805
"984",6037700700,22,0,0,0.28,0.17,0.12,0.07,0.02,184393,2622.864,11.62334721,1104.319215
"985",6037700802,24,0,0,0.16,0.21,0.25,0.04,0.1,85078,15460.07,11.70232612,1135.540565
"988",6037701000,22,0,0,0.2,0.2,0.17,0.02,0.06,100391,10807.56,11.7922658,1132.99111
"991",6037701601,22,0,0,0.18,0.22,0.23,0.02,0.06,136500,8835.027,11.69434868,606.8743621
"992",6037701602,23,0,0,0.17,0.12,0.29,0.08,0.03,106923,15633.14,11.69434868,917.6229894
"993",6037701701,23,0,0,0.18,0.17,0.29,0.03,0.05,75417,13037.77,11.73422356,935.1731438
"994",6037701801,23,0,0,0.19,0.12,0.42,0.14,0.09,65888,9546.469,11.77169218,1867.487411
"995",6037702102,23,0,0,0.1,0.17,0.18,0.05,0.05,81727,16868.26,11.66972548,970.6097654
"996",6037702202,21,0,0,0.2,0.2,0.21,0.04,0.06,121719,10143.94,11.69101747,834.6746824
"998",6037702400,24,0,0,0.15,0.13,0.36,0.05,0.04,78594,5708.845,11.75041597,1193.216122
"1000",6037702502,24,0,0,0.17,0.28,0.4,0.08,0.04,86959,5411.087,11.7027382,1630.506145
"1001",6037702600,24,1,0,0.21,0.21,0.43,0.09,0.04,120671,7649.042,11.68123003,2668.985931
"1002",6037702700,23,0,0,0.22,0.13,0.31,0.04,0.01,135430,6642.214,11.76395685,2441.445912
"1003",6037702801,24,0,0,0.19,0.16,0.36,0.1,0.04,62061,10148.11,11.64969136,3041.06681
"1004",6037702802,23,0,0,0.17,0.16,0.29,0.09,0.06,90438,9735.073,11.76013155,3573.006073
"1005",6037702803,23,0,0,0.21,0.15,0.44,0.18,0.06,63485,9365.016,11.63317139,937.0591385
"1006",6037703002,23,0,0,0.17,0.26,0.85,0.03,0.1,101534,5356.481,11.7994331,2106.670007
"1007",6037703100,23,0,0,0.16,0.23,0.92,0.04,0.11,93482,5903.419,11.87615491,958.5409781
"1008",6037703200,23,0,0,0.13,0.22,0.91,0.05,0.11,91042,6993.67,11.90810602,823.9253946
"1012",6037920303,23,1,0,0.21,0.08,0.39,0.02,0.04,95714,80.79942,9.922892997,2895.926603
"1020",6037980010,21,1,0,0.04,0.48,0.45,0.37,0.03,19167,65.48023,12.56881211,2864.345972
"1023",6037980015,24,1,1,0.14,0.05,0.73,0.24,0,66000,334.9207,11.71232149,1601.220921
"1024",6037980019,52,0,0,0.14,0.43,0.17,0,0.1,231250,8.084496,11.08887827,617.6400651
"1029",6037980024,21,1,1,0.22,0.11,0.28,0.03,0.03,150250,72.20638,12.2323268,4402.365014
