Geo_FIPS,Geo_NAME,Geo_QName,Geo_STATE,Geo_COUNTY,Geo_TRACT,Geo_BLKGRP,Geo_GEOID,Percentage of below 18,Percentage of above 65,Percentage of non white pop,Percentage of less than HS,Percentage of unemployment,MHI,Population Density (Per Sq. Mile)
06037600202,Census Tract 6002.02,"Census Tract 6002.02, Los Angeles County, California",06,037,600202,,14000US06037600202,0.32,0.13,0.6,0.42,0.08,34819,24261.46
06037600302,Census Tract 6003.02,"Census Tract 6003.02, Los Angeles County, California",06,037,600302,,14000US06037600302,0.2,0.19,0.72,0.18,0.09,57188,9781.267
06037600303,Census Tract 6003.03,"Census Tract 6003.03, Los Angeles County, California",06,037,600303,,14000US06037600303,0.33,0.09,0.63,0.4,0.09,21429,27588.21
06037600304,Census Tract 6003.04,"Census Tract 6003.04, Los Angeles County, California",06,037,600304,,14000US06037600304,0.31,0.05,0.58,0.35,0.08,33262,22718.22
06037600400,Census Tract 6004,"Census Tract 6004, Los Angeles County, California",06,037,600400,,14000US06037600400,0.24,0.2,0.87,0.12,0.13,64625,10898.99
06037600501,Census Tract 6005.01,"Census Tract 6005.01, Los Angeles County, California",06,037,600501,,14000US06037600501,0.24,0.2,0.89,0.1,0.05,66908,10688.68
06037600502,Census Tract 6005.02,"Census Tract 6005.02, Los Angeles County, California",06,037,600502,,14000US06037600502,0.2,0.15,0.64,0.22,0.02,66542,8179.193
06037600601,Census Tract 6006.01,"Census Tract 6006.01, Los Angeles County, California",06,037,600601,,14000US06037600601,0.2,0.23,0.96,0.12,0.07,80708,10622.93
06037600602,Census Tract 6006.02,"Census Tract 6006.02, Los Angeles County, California",06,037,600602,,14000US06037600602,0.31,0.06,0.7,0.27,0.07,42143,9537.851
06037600702,Census Tract 6007.02,"Census Tract 6007.02, Los Angeles County, California",06,037,600702,,14000US06037600702,0.19,0.11,0.91,0.12,0.04,98571,4671.888
06037600703,Census Tract 6007.03,"Census Tract 6007.03, Los Angeles County, California",06,037,600703,,14000US06037600703,0.16,0.23,0.93,0.01,0.06,72500,8887.079
06037600704,Census Tract 6007.04,"Census Tract 6007.04, Los Angeles County, California",06,037,600704,,14000US06037600704,0.14,0.23,0.87,0.07,0.03,70054,9178.69
06037600801,Census Tract 6008.01,"Census Tract 6008.01, Los Angeles County, California",06,037,600801,,14000US06037600801,0.23,0.21,0.95,0.05,0.05,93125,8532.542
06037600802,Census Tract 6008.02,"Census Tract 6008.02, Los Angeles County, California",06,037,600802,,14000US06037600802,0.05,0.18,0.97,0.09,0.09,69519,3317.584
06037600902,Census Tract 6009.02,"Census Tract 6009.02, Los Angeles County, California",06,037,600902,,14000US06037600902,0.3,0.12,0.77,0.22,0.1,41477,21003.17
06037600911,Census Tract 6009.11,"Census Tract 6009.11, Los Angeles County, California",06,037,600911,,14000US06037600911,0.16,0.08,0.65,0.18,0.11,59688,11928.04
06037600912,Census Tract 6009.12,"Census Tract 6009.12, Los Angeles County, California",06,037,600912,,14000US06037600912,0.24,0.08,0.5,0.37,0.12,55568,13509.02
06037601001,Census Tract 6010.01,"Census Tract 6010.01, Los Angeles County, California",06,037,601001,,14000US06037601001,0.13,0.28,0.72,0.24,0.09,32143,6975.809
06037601002,Census Tract 6010.02,"Census Tract 6010.02, Los Angeles County, California",06,037,601002,,14000US06037601002,0.23,0.13,0.78,0.27,0.08,53008,21132.99
06037601100,Census Tract 6011,"Census Tract 6011, Los Angeles County, California",06,037,601100,,14000US06037601100,0.26,0.11,0.8,0.37,0.09,34849,27772.9
06037601202,Census Tract 6012.02,"Census Tract 6012.02, Los Angeles County, California",06,037,601202,,14000US06037601202,0.23,0.1,0.37,0.39,0.07,67083,15834.39
06037601211,Census Tract 6012.11,"Census Tract 6012.11, Los Angeles County, California",06,037,601211,,14000US06037601211,0.27,0.1,0.83,0.22,0.09,44934,12865.02
06037601212,Census Tract 6012.12,"Census Tract 6012.12, Los Angeles County, California",06,037,601212,,14000US06037601212,0.28,0.09,0.71,0.32,0.1,44932,29987.4
06037601301,Census Tract 6013.01,"Census Tract 6013.01, Los Angeles County, California",06,037,601301,,14000US06037601301,0.23,0.17,0.75,0.06,0.11,72679,8097.084
06037601302,Census Tract 6013.02,"Census Tract 6013.02, Los Angeles County, California",06,037,601302,,14000US06037601302,0.27,0.07,0.75,0.12,0.13,51857,15571.8
06037601303,Census Tract 6013.03,"Census Tract 6013.03, Los Angeles County, California",06,037,601303,,14000US06037601303,0.24,0.11,0.84,0.13,0.06,50077,30032
06037601401,Census Tract 6014.01,"Census Tract 6014.01, Los Angeles County, California",06,037,601401,,14000US06037601401,0.2,0.12,0.7,0.22,0.07,50094,9794.564
06037601402,Census Tract 6014.02,"Census Tract 6014.02, Los Angeles County, California",06,037,601402,,14000US06037601402,0.24,0.11,0.56,0.33,0.08,62316,12624.54
06037601501,Census Tract 6015.01,"Census Tract 6015.01, Los Angeles County, California",06,037,601501,,14000US06037601501,0.3,0.04,0.51,0.49,0.06,42794,21448.06
06037601502,Census Tract 6015.02,"Census Tract 6015.02, Los Angeles County, California",06,037,601502,,14000US06037601502,0.35,0.05,0.44,0.5,0.04,59239,21419.73
06037601600,Census Tract 6016,"Census Tract 6016, Los Angeles County, California",06,037,601600,,14000US06037601600,0.24,0.11,0.6,0.48,0.05,54607,12600.18
06037601700,Census Tract 6017,"Census Tract 6017, Los Angeles County, California",06,037,601700,,14000US06037601700,0.28,0.05,0.65,0.38,0.08,39013,17001.62
06037601801,Census Tract 6018.01,"Census Tract 6018.01, Los Angeles County, California",06,037,601801,,14000US06037601801,0.26,0.08,0.4,0.53,0.06,40870,15080.5
06037601802,Census Tract 6018.02,"Census Tract 6018.02, Los Angeles County, California",06,037,601802,,14000US06037601802,0.28,0.06,0.51,0.51,0.05,63692,21106.14
06037601900,Census Tract 6019,"Census Tract 6019, Los Angeles County, California",06,037,601900,,14000US06037601900,0.32,0.07,0.57,0.41,0.03,50933,18019.93
06037602002,Census Tract 6020.02,"Census Tract 6020.02, Los Angeles County, California",06,037,602002,,14000US06037602002,0.25,0.1,0.59,0.28,0.02,45846,14915.16
06037602003,Census Tract 6020.03,"Census Tract 6020.03, Los Angeles County, California",06,037,602003,,14000US06037602003,0.28,0.09,0.5,0.41,0.08,45948,19721.21
06037602004,Census Tract 6020.04,"Census Tract 6020.04, Los Angeles County, California",06,037,602004,,14000US06037602004,0.23,0.1,0.69,0.4,0.08,51875,16216.53
06037602103,Census Tract 6021.03,"Census Tract 6021.03, Los Angeles County, California",06,037,602103,,14000US06037602103,0.27,0.09,0.57,0.35,0.09,34645,20604.62
06037602104,Census Tract 6021.04,"Census Tract 6021.04, Los Angeles County, California",06,037,602104,,14000US06037602104,0.29,0.05,0.62,0.31,0.06,51750,21882.44
06037602105,Census Tract 6021.05,"Census Tract 6021.05, Los Angeles County, California",06,037,602105,,14000US06037602105,0.23,0.08,0.58,0.3,0.05,57391,16693.19
06037602106,Census Tract 6021.06,"Census Tract 6021.06, Los Angeles County, California",06,037,602106,,14000US06037602106,0.21,0.11,0.55,0.19,0.07,46581,17068.18
06037602200,Census Tract 6022,"Census Tract 6022, Los Angeles County, California",06,037,602200,,14000US06037602200,0.24,0.1,0.51,0.18,0.03,80077,8840.832
06037602301,Census Tract 6023.01,"Census Tract 6023.01, Los Angeles County, California",06,037,602301,,14000US06037602301,0.24,0.12,0.44,0.17,0.05,100333,9098.341
06037602302,Census Tract 6023.02,"Census Tract 6023.02, Los Angeles County, California",06,037,602302,,14000US06037602302,0.25,0.11,0.36,0.04,0.06,131824,6442.291
06037602402,Census Tract 6024.02,"Census Tract 6024.02, Los Angeles County, California",06,037,602402,,14000US06037602402,0.25,0.11,0.62,0.25,0.04,72939,13468.47
06037602403,Census Tract 6024.03,"Census Tract 6024.03, Los Angeles County, California",06,037,602403,,14000US06037602403,0.22,0.11,0.6,0.21,0.06,55833,22989
06037602404,Census Tract 6024.04,"Census Tract 6024.04, Los Angeles County, California",06,037,602404,,14000US06037602404,0.26,0.09,0.6,0.26,0.06,47541,21886.31
06037602504,Census Tract 6025.04,"Census Tract 6025.04, Los Angeles County, California",06,037,602504,,14000US06037602504,0.24,0.05,0.65,0.19,0.05,45421,39971.79
06037602505,Census Tract 6025.05,"Census Tract 6025.05, Los Angeles County, California",06,037,602505,,14000US06037602505,0.35,0.05,0.7,0.26,0.06,37237,36737.76
06037602506,Census Tract 6025.06,"Census Tract 6025.06, Los Angeles County, California",06,037,602506,,14000US06037602506,0.29,0.05,0.85,0.2,0.08,39016,34278.86
06037602507,Census Tract 6025.07,"Census Tract 6025.07, Los Angeles County, California",06,037,602507,,14000US06037602507,0.27,0.08,0.83,0.16,0.06,52969,41118.44
06037602508,Census Tract 6025.08,"Census Tract 6025.08, Los Angeles County, California",06,037,602508,,14000US06037602508,0.3,0.07,0.71,0.23,0.02,50112,27685.86
06037602509,Census Tract 6025.09,"Census Tract 6025.09, Los Angeles County, California",06,037,602509,,14000US06037602509,0.25,0.1,0.7,0.33,0.03,68750,5476.015
06037602600,Census Tract 6026,"Census Tract 6026, Los Angeles County, California",06,037,602600,,14000US06037602600,0.18,0.22,0.88,0.12,0.03,55882,11068.31
06037602700,Census Tract 6027,"Census Tract 6027, Los Angeles County, California",06,037,602700,,14000US06037602700,0.2,0.16,0.9,0.09,0.07,97288,3953.026
06037602801,Census Tract 6028.01,"Census Tract 6028.01, Los Angeles County, California",06,037,602801,,14000US06037602801,0.29,0.08,0.72,0.34,0.08,38438,7680.753
06037602802,Census Tract 6028.02,"Census Tract 6028.02, Los Angeles County, California",06,037,602802,,14000US06037602802,0.19,0.19,0.85,0.16,0.12,68097,9735.112
06037602900,Census Tract 6029,"Census Tract 6029, Los Angeles County, California",06,037,602900,,14000US06037602900,0.25,0.09,0.72,0.39,0.07,47353,4114.33
06037603001,Census Tract 6030.01,"Census Tract 6030.01, Los Angeles County, California",06,037,603001,,14000US06037603001,0.2,0.16,0.82,0.21,0.04,52656,17058.43
06037603004,Census Tract 6030.04,"Census Tract 6030.04, Los Angeles County, California",06,037,603004,,14000US06037603004,0.14,0.23,0.83,0.16,0.04,53889,17785.34
06037603005,Census Tract 6030.05,"Census Tract 6030.05, Los Angeles County, California",06,037,603005,,14000US06037603005,0.27,0.08,0.85,0.18,0.04,50656,23594.05
06037603006,Census Tract 6030.06,"Census Tract 6030.06, Los Angeles County, California",06,037,603006,,14000US06037603006,0.18,0.14,0.72,0.05,0.05,58750,7149.897
06037603101,Census Tract 6031.01,"Census Tract 6031.01, Los Angeles County, California",06,037,603101,,14000US06037603101,0.19,0.15,0.65,0.11,0.05,57188,12160.35
06037603102,Census Tract 6031.02,"Census Tract 6031.02, Los Angeles County, California",06,037,603102,,14000US06037603102,0.19,0.2,0.71,0.21,0.07,58958,12725.05
06037603200,Census Tract 6032,"Census Tract 6032, Los Angeles County, California",06,037,603200,,14000US06037603200,0.15,0.23,0.78,0.07,0.01,83899,7949.634
06037603301,Census Tract 6033.01,"Census Tract 6033.01, Los Angeles County, California",06,037,603301,,14000US06037603301,0.18,0.19,0.81,0.16,0.07,53226,9610.665
06037603302,Census Tract 6033.02,"Census Tract 6033.02, Los Angeles County, California",06,037,603302,,14000US06037603302,0.15,0.21,0.73,0.18,0.06,52722,9323.264
06037603400,Census Tract 6034,"Census Tract 6034, Los Angeles County, California",06,037,603400,,14000US06037603400,0.2,0.17,0.7,0.18,0.05,63427,9391.171
06037603500,Census Tract 6035,"Census Tract 6035, Los Angeles County, California",06,037,603500,,14000US06037603500,0.2,0.16,0.59,0.22,0.03,81797,9916.644
06037603600,Census Tract 6036,"Census Tract 6036, Los Angeles County, California",06,037,603600,,14000US06037603600,0.18,0.16,0.55,0.19,0.03,76447,11763.24
06037603702,Census Tract 6037.02,"Census Tract 6037.02, Los Angeles County, California",06,037,603702,,14000US06037603702,0.19,0.21,0.51,0.13,0.06,81304,4872.279
06037603703,Census Tract 6037.03,"Census Tract 6037.03, Los Angeles County, California",06,037,603703,,14000US06037603703,0.21,0.16,0.47,0.13,0.02,93750,9895.867
06037603704,Census Tract 6037.04,"Census Tract 6037.04, Los Angeles County, California",06,037,603704,,14000US06037603704,0.27,0.07,0.77,0.34,0.08,52590,27416.04
06037603801,Census Tract 6038.01,"Census Tract 6038.01, Los Angeles County, California",06,037,603801,,14000US06037603801,0.21,0.1,0.71,0.29,0.05,59085,18447.3
06037603802,Census Tract 6038.02,"Census Tract 6038.02, Los Angeles County, California",06,037,603802,,14000US06037603802,0.27,0.12,0.53,0.28,0.04,58716,16587.28
06037603900,Census Tract 6039,"Census Tract 6039, Los Angeles County, California",06,037,603900,,14000US06037603900,0.25,0.11,0.61,0.33,0.03,51110,13352.08
06037604001,Census Tract 6040.01,"Census Tract 6040.01, Los Angeles County, California",06,037,604001,,14000US06037604001,0.18,0.09,0.53,0.24,0.03,67407,16533.74
06037604002,Census Tract 6040.02,"Census Tract 6040.02, Los Angeles County, California",06,037,604002,,14000US06037604002,0.21,0.11,0.58,0.24,0.06,61607,19329.22
06037604100,Census Tract 6041,"Census Tract 6041, Los Angeles County, California",06,037,604100,,14000US06037604100,0.27,0.09,0.5,0.22,0.04,68740,18561.39
06037609900,Census Tract 6099,"Census Tract 6099, Los Angeles County, California",06,037,609900,,14000US06037609900,0.22,0.25,0.34,0.21,0.07,71071,10017.74
06037620001,Census Tract 6200.01,"Census Tract 6200.01, Los Angeles County, California",06,037,620001,,14000US06037620001,0.24,0.13,0.23,0.05,0.06,124844,9302.956
06037620002,Census Tract 6200.02,"Census Tract 6200.02, Los Angeles County, California",06,037,620002,,14000US06037620002,0.25,0.1,0.3,0.03,0.06,111688,7636.117
06037620101,Census Tract 6201.01,"Census Tract 6201.01, Los Angeles County, California",06,037,620101,,14000US06037620101,0.25,0.08,0.33,0.02,0.08,108170,10791.59
06037620102,Census Tract 6201.02,"Census Tract 6201.02, Los Angeles County, California",06,037,620102,,14000US06037620102,0.2,0.12,0.24,0.02,0.06,97396,9965.914
06037620201,Census Tract 6202.01,"Census Tract 6202.01, Los Angeles County, California",06,037,620201,,14000US06037620201,0.12,0.09,0.13,0,0.03,114886,17249.06
06037620301,Census Tract 6203.01,"Census Tract 6203.01, Los Angeles County, California",06,037,620301,,14000US06037620301,0.33,0.15,0.17,0.01,0.02,202333,12016.46
06037620303,Census Tract 6203.03,"Census Tract 6203.03, Los Angeles County, California",06,037,620303,,14000US06037620303,0.31,0.17,0.2,0.01,0.04,199408,10068.31
06037620305,Census Tract 6203.05,"Census Tract 6203.05, Los Angeles County, California",06,037,620305,,14000US06037620305,0.23,0.16,0.17,0.01,0.06,118542,11961.7
06037620400,Census Tract 6204,"Census Tract 6204, Los Angeles County, California",06,037,620400,,14000US06037620400,0.25,0.19,0.25,0,0.09,138906,5315.064
06037620501,Census Tract 6205.01,"Census Tract 6205.01, Los Angeles County, California",06,037,620501,,14000US06037620501,0.25,0.13,0.38,0.05,0.03,116602,5742.683
06037620521,Census Tract 6205.21,"Census Tract 6205.21, Los Angeles County, California",06,037,620521,,14000US06037620521,0.26,0.08,0.32,0.05,0.04,123050,15912.71
06037620522,Census Tract 6205.22,"Census Tract 6205.22, Los Angeles County, California",06,037,620522,,14000US06037620522,0.23,0.1,0.36,0.03,0.02,121000,17387.51
06037620601,Census Tract 6206.01,"Census Tract 6206.01, Los Angeles County, California",06,037,620601,,14000US06037620601,0.26,0.1,0.37,0.03,0.09,92684,10007.67
06037620602,Census Tract 6206.02,"Census Tract 6206.02, Los Angeles County, California",06,037,620602,,14000US06037620602,0.17,0.15,0.23,0.06,0.03,129417,9659.993
06037620701,Census Tract 6207.01,"Census Tract 6207.01, Los Angeles County, California",06,037,620701,,14000US06037620701,0.22,0.13,0.29,0.02,0.03,107722,18327.43
06037620702,Census Tract 6207.02,"Census Tract 6207.02, Los Angeles County, California",06,037,620702,,14000US06037620702,0.27,0.13,0.27,0.02,0.02,155069,14410.39
06037620800,Census Tract 6208,"Census Tract 6208, Los Angeles County, California",06,037,620800,,14000US06037620800,0.28,0.17,0.32,0.06,0.05,156394,8180.488
06037620901,Census Tract 6209.01,"Census Tract 6209.01, Los Angeles County, California",06,037,620901,,14000US06037620901,0.29,0.2,0.24,0.02,0.02,205750,8258.588
06037620904,Census Tract 6209.04,"Census Tract 6209.04, Los Angeles County, California",06,037,620904,,14000US06037620904,0.25,0.17,0.12,0,0.05,182831,13022.36
06037621001,Census Tract 6210.01,"Census Tract 6210.01, Los Angeles County, California",06,037,621001,,14000US06037621001,0.2,0.17,0.19,0.02,0.05,136285,12182.84
06037621002,Census Tract 6210.02,"Census Tract 6210.02, Los Angeles County, California",06,037,621002,,14000US06037621002,0.07,0.19,0.1,0,0.01,135991,7743.983
06037621004,Census Tract 6210.04,"Census Tract 6210.04, Los Angeles County, California",06,037,621004,,14000US06037621004,0.13,0.15,0.13,0.04,0.05,124918,12074.29
06037621102,Census Tract 6211.02,"Census Tract 6211.02, Los Angeles County, California",06,037,621102,,14000US06037621102,0.24,0.11,0.19,0.02,0.06,179141,14616.99
06037621104,Census Tract 6211.04,"Census Tract 6211.04, Los Angeles County, California",06,037,621104,,14000US06037621104,0.18,0.07,0.14,0.03,0.02,139265,17611.51
06037621201,Census Tract 6212.01,"Census Tract 6212.01, Los Angeles County, California",06,037,621201,,14000US06037621201,0.26,0.13,0.26,0.04,0.06,120022,10642.38
06037621204,Census Tract 6212.04,"Census Tract 6212.04, Los Angeles County, California",06,037,621204,,14000US06037621204,0.1,0.22,0.27,0.04,0.03,109671,6767.657
06037621301,Census Tract 6213.01,"Census Tract 6213.01, Los Angeles County, California",06,037,621301,,14000US06037621301,0.24,0.13,0.27,0.01,0.05,113500,11570.07
06037621324,Census Tract 6213.24,"Census Tract 6213.24, Los Angeles County, California",06,037,621324,,14000US06037621324,0.14,0.14,0.25,0.04,0.04,92710,15144.33
06037621326,Census Tract 6213.26,"Census Tract 6213.26, Los Angeles County, California",06,037,621326,,14000US06037621326,0.08,0.19,0.19,0.03,0.03,102057,10615.76
