RTE,DIST,City,County,State,Country,DESCRIPTION,TOTAL VEHICLE AADT,TOTAL TRUCK COUNTS,PERCENTAGE
605,07,LA,Los Angeles County,CA,USA,"INDUSTRY, JCT. RTE. 60",230000,22540,9.8
605,07,LA,Los Angeles County,CA,USA,"INDUSTRY, JCT. RTE. 60",253000,27096,10.71
605,07,LA,Los Angeles County,CA,USA,"CERRITOS, DEL AMO BLVD INTERCHANGE",218000,11118,5.1
605,07,LA,Los Angeles County,CA,USA,"BALDWIN PARK, JCT. RTE. 10",238000,23324,9.8
605,07,LA,Los Angeles County,CA,USA,"BALDWIN PARK, JCT. RTE. 10",197000,13573,6.89
605,07,LA,Los Angeles County,CA,USA,SAN GABRIEL RIVER BRIDGE,176000,12126,6.89
605,07,LA,Los Angeles County,CA,USA,"IRWINDALE, JCT. RTE. 210",160000,11024,6.89
605,07,LA,Los Angeles County,CA,USA,"CERRITOS, JCT. RTE. 91",246000,12546,5.1
605,07,LA,Los Angeles County,CA,USA,"CERRITOS, JCT. RTE. 91",301000,17548,5.83
605,07,LA,Los Angeles County,CA,USA,"NORWALK, JCT. RTE. 105",299000,24189,8.09
605,07,LA,Los Angeles County,CA,USA,"NORWALK, JCT. RTE. 105",303000,17665,5.83
605,07,LA,Los Angeles County,CA,USA,"SANTA FE SPRINGS, JCT. RTE. 5",248000,26561,10.71
710,07,LA,Los Angeles County,CA,USA,"LONG BEACH, DEL AMO BLVD INTERCHANGE",190000,26657,14.03
710,07,LA,Los Angeles County,CA,USA,"LONG BEACH, JCT. RTE. 91",233000,20690,8.88
710,07,LA,Los Angeles County,CA,USA,"LONG BEACH, JCT. RTE. 91",199000,27661,13.9
710,07,LA,Los Angeles County,CA,USA,"LYNWOOD, JCT. RTE. 105",241000,20244,8.4
710,07,LA,Los Angeles County,CA,USA,"LYNWOOD, JCT. RTE. 105",240000,20952,8.73
710,07,LA,Los Angeles County,CA,USA,"SOUTH GATE, FIRESTONE BLVD INTERCHANGE",213000,20192,9.48
710,07,LA,Los Angeles County,CA,USA,"COMMERCE, JCT. RTE. 5",216000,18079,8.37
710,07,LA,Los Angeles County,CA,USA,"COMMERCE, JCT. RTE. 5",178000,13813,7.76
710,07,LA,Los Angeles County,CA,USA,"JCT. RTE. 60, POMONA FWY INTERCHANGE",192000,13574,7.07
710,07,LA,Los Angeles County,CA,USA,"JCT. RTE. 60, POMONA FWY INTERCHANGE",127000,6541,5.15
710,07,LA,Los Angeles County,CA,USA,"MONTEREY PARK, JCT. RTE. 10",45500,1511,3.32
710,07,LA,Los Angeles County,CA,USA,"PASADENA, JCT. RTES. 134/210, VENTURA/FOOTHILL FWYS INTERCHANGE",66000,865,1.31
710,07,LA,Los Angeles County,CA,USA,"LONG BEACH, BEGIN ROUTE 710",58000,16118,27.79
710,07,LA,Los Angeles County,CA,USA,"LONG BEACH, JCT. RTE. 1",153000,21282,13.91
710,07,LA,Los Angeles County,CA,USA,"LONG BEACH, JCT. RTE. 1",133000,19072,14.34
710,07,LA,Los Angeles County,CA,USA,N OF JCT. RTE. 1; PAC COAST HWY,153000,24801,16.21
710,07,LA,Los Angeles County,CA,USA,"LONG BEACH, JCT. RTE. 405",186000,26784,14.4
710,07,LA,Los Angeles County,CA,USA,"LONG BEACH, JCT. RTE. 405",169000,22562,13.35
